"sample_id","ground_truth_path","prediction_path","compile_success","load_success","chamfer_distance","hausdorff_distance","watertight_pred","euler_pred","eecm","sphericity_pred","sphericity_discrepancy","model","method_context","prompt_set","round_name","round_slug","level","difficulty","position_in_level_file","position_in_prompt_file","target_code","uid","source_stl","prompt","word_count","char_count","reference_model_path"
"UB40-I004","data/reference_models/stl/UB40-T004.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","4","44","UB40-T004","UB40-T004","UB40-T004.stl","A solid rectangular bar roughly 0.75 units long, 0.375 units wide, and 0.0938 units thick, with a single semicircular notch removed from the middle of one short side. Apart from that half-round side cut, the rest of the body remains a simple flat-faced prism.","44","259","data/reference_models/stl/UB40-T004.stl"
"UB40-I005","data/reference_models/stl/UB40-T005.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.15035579521891818","0.6047335596459162","True","2.0","0.0","0.5390131396861438","0.026930615270975955","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","5","45","UB40-T005","UB40-T005","UB40-T005.stl","A thin triangular mounting plate spanning roughly 0.56 by 0.54 units in plan and about 0.0758 units thick. The three corners are rounded, and one circular through-hole is placed near each corner.","32","195","data/reference_models/stl/UB40-T005.stl"
"UB40-I006","data/reference_models/stl/UB40-T006.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.017642704101544046","0.1876681458935344","True","2.0","0.0","0.744642583258271","0.09145513285521012","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","6","46","UB40-T006","UB40-T006","UB40-T006.stl","A rectangular block about 80 by 50 by 30 units overall, where the 80-unit dimension is the long side of the top face and the 50-unit dimension is the short side. One large circular blind recess opens from that top face, sits near the middle of the 80-by-50 surface, and does not pass through the part.","56","301","data/reference_models/stl/UB40-T006.stl"
"UB40-I007","data/reference_models/stl/UB40-T007.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.016618265324656708","0.06898522146761094","True","-4.0","1.0","0.5510674679006583","0.008322736394220098","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","7","47","UB40-T007","UB40-T007","UB40-T007.stl","A thin tapered plate about 120 units long, 40 units wide, and 18 units thick, with the 120-unit span as the long side and the 40-unit span as the short side of the plate. Three circular through-holes are aligned along the long axis with roughly even spacing.","47","258","data/reference_models/stl/UB40-T007.stl"
"UB40-I008","data/reference_models/stl/UB40-T008.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.029782022629800883","0.09746227463196927","True","2.0","1.0","0.7001485126914295","0.024095440370505705","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","8","48","UB40-T008","UB40-T008","UB40-T008.stl","A stepped square pedestal with an overall footprint of about 0.75 by 0.75 units and a total height of about 0.60 units. The shape is built from a broad square base, a smaller centered square tier, and a square pyramid rising from the top.","44","238","data/reference_models/stl/UB40-T008.stl"
"UB40-I009","data/reference_models/stl/UB40-T009.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.056043315211400054","0.23974449790948318","True","0.0","1.0","0.532698878779447","0.4209583847858869","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","9","49","UB40-T009","UB40-T009","UB40-T009.stl","A thin circular ring with an outer diameter of about 0.56 units and an overall thickness of about 0.1388 units. The inner opening is concentric with the outer boundary, leaving a uniform annular band around the hole.","37","216","data/reference_models/stl/UB40-T009.stl"
"UB40-I010","data/reference_models/stl/UB40-T010.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.12484113327994384","0.4110535006486727","True","2.0","1.0","0.19494100727375507","0.14983967730215447","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","10","50","UB40-T010","UB40-T010","UB40-T010.stl","A narrow U-shaped frame occupying about 0.56 by 0.25 by 0.14 units overall, where the 0.56-unit span is the long side and the 0.25-unit span is the short side in plan. It is formed from a thin strip of uniform thickness, open on one long side, with two short feet projecting at the lower ends.","55","293","data/reference_models/stl/UB40-T010.stl"
"UB40-I011","data/reference_models/stl/UB40-T011.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.003319177914254426","0.011100654989652887","True","2.0","1.0","0.4846454154049535","0.0004085174174777162","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","11","51","UB40-T011","UB40-T011","UB40-T011.stl","A very slender straight cylindrical pin approximately 0.75 units long and about 0.043 units in diameter. The shaft stays constant in section from end to end, and both ends are flat.","31","181","data/reference_models/stl/UB40-T011.stl"
"UB40-I012","data/reference_models/stl/UB40-T012.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.0139402269169822","0.05965123692753172","True","2.0","1.0","0.3456377603845922","0.01828040045118784","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","12","52","UB40-T012","UB40-T012","UB40-T012.stl","A thin plate measuring about 0.56 by 0.47 units in plan and about 0.0375 units thick, with the 0.56-unit span as the long side and the 0.47-unit span as the short side. Near one corner of the top face, a large circular blind pocket is recessed downward without passing through the plate.","52","287","data/reference_models/stl/UB40-T012.stl"
"UB40-I013","data/reference_models/stl/UB40-T013.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.007058956092744732","0.02547139347762225","True","2.0","1.0","0.6605267187938406","0.00046496967196418826","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","13","53","UB40-T013","UB40-T013","UB40-T013.stl","An elongated capsule-shaped prism about 0.56 units long, 0.124 units wide, and 0.101 units thick. The outline has two straight parallel sides joined by semicircular ends, and the part has no holes or recesses.","34","209","data/reference_models/stl/UB40-T013.stl"
"UB40-I014","data/reference_models/stl/UB40-T014.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","14","54","UB40-T014","UB40-T014","UB40-T014.stl","A thin solid prism extruded from a teardrop profile, fitting within roughly 0.243 by 0.243 units and having a thickness of about 0.08 units. One end is broad and rounded, while the opposite end narrows smoothly to a single point.","40","229","data/reference_models/stl/UB40-T014.stl"
"UB40-I015","data/reference_models/stl/UB40-T015.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.05897530180827796","0.15292583184627628","True","2.0","1.0","0.8200472692446962","0.0783453225957812","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","15","55","UB40-T015","UB40-T015","UB40-T015.stl","A short axisymmetric cylinder about 80 units long and about 100 units in diameter. One circular end is plain and flat, while the opposite circular end has a concentric stepped face that leaves an outer annular rim around a slightly inset inner circle. The main side wall stays cylindrical rather than tapering like a frustum.","55","325","data/reference_models/stl/UB40-T015.stl"
"UB40-I016","data/reference_models/stl/UB40-T016.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.13825958680702155","0.39862833576873224","True","-12.0","1.0","0.43899816499053496","0.01335671316093573","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","16","56","UB40-T016","UB40-T016","UB40-T016.stl","A circular flange-like part with an outer diameter of about 25.4 units and an overall axial depth of about 6.76 units. It has one large central through-hole, six smaller evenly spaced bolt holes around it, and a short coaxial hub on the rear side.","44","247","data/reference_models/stl/UB40-T016.stl"
"UB40-I017","data/reference_models/stl/UB40-T017.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.05597393952926432","0.20296730519880413","True","-6.0","1.0","0.3835935279128371","0.005027738634811207","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","17","57","UB40-T017","UB40-T017","UB40-T017.stl","A flat rectangular mounting plate about 250 units long, 150 units wide, and 16 units thick, with a 250-unit long side and a 150-unit short side. One circular through-hole is placed near each corner, while the rest of the plate remains plain and flat.","44","250","data/reference_models/stl/UB40-T017.stl"
"UB40-I018","data/reference_models/stl/UB40-T018.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.03945614028302998","0.12342594888587663","True","0.0","1.0","0.5584048414772668","0.014548319714246305","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","18","58","UB40-T018","UB40-T018","UB40-T018.stl","A straight cylindrical rod about 163.8 units long and about 16 units in diameter, with flat circular ends. Near one end, a small transverse through-hole passes laterally through the shaft.","30","188","data/reference_models/stl/UB40-T018.stl"
"UB40-I019","data/reference_models/stl/UB40-T019.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","19","59","UB40-T019","UB40-T019","UB40-T019.stl","A plate-like solid about 108 units wide, 76.2 units tall, and 25.4 units thick, with the 108-unit horizontal span as the longer side of the front outline and the 76.2-unit vertical span as the shorter side. The lower portion is rectangular and the top edge forms a broad arch. Two circular through-holes sit near the upper left and upper right portions of the plate.","64","366","data/reference_models/stl/UB40-T019.stl"
"UB40-I020","data/reference_models/stl/UB40-T020.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.025162211373604852","0.16710274940760295","False","2.0","1.0","0.4829138135267305","0.08648659624863081","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","20","60","UB40-T020","UB40-T020","UB40-T020.stl","A tall rectangular block about 76.2 by 50.8 units in footprint and about 152.4 units high, where 76.2 is the long side and 50.8 is the short side of the top face. A deep U-shaped slot is cut downward from the top face, leaving two upper prongs while the outer side faces remain plain.","54","284","data/reference_models/stl/UB40-T020.stl"
"UB40-I021","data/reference_models/stl/UB40-T021.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","21","61","UB40-T021","UB40-T021","UB40-T021.stl","A thin-walled bracket-like frame about 120 units long, 40 units high, and 21 units deep. The 120-unit span is the long direction of the frame, the 40-unit span is the vertical short side of the front view, and the 21-unit measure is the depth. It has two larger rectangular end plates, a sloped top connection, and a lower bridge that together leave a large open central window. In the middle of that opening sits a vertical panel with one large circular hole and four smaller holes around it, while each end plate also contains one small hole.","97","544","data/reference_models/stl/UB40-T021.stl"
"UB40-I022","data/reference_models/stl/UB40-T022.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","22","62","UB40-T022","UB40-T022","UB40-T022.stl","A thin three-lobed ring-like plate roughly 300 by 277 units in plan and about 15 units thick. It has a circular center hole, three rounded outer lobes, and three concave side regions between those lobes.","35","203","data/reference_models/stl/UB40-T022.stl"
"UB40-I023","data/reference_models/stl/UB40-T023.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.10464373925735276","0.293772533350398","True","-12.0","1.0","0.35607036296317524","0.17233933235734242","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","23","63","UB40-T023","UB40-T023","UB40-T023.stl","A thin stepped mounting plate about 108 units long, 53.1 units wide, and 10.7 units thick, with a 108-unit long side and a 53.1-unit short side. It contains one large central through-hole, four smaller holes grouped around that center, and one additional mounting hole near each short end.","48","289","data/reference_models/stl/UB40-T023.stl"
"UB40-I024","data/reference_models/stl/UB40-T024.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.026132543334981457","0.2083906568142107","True","-12.0","0.0","0.3127201619711804","0.008326690309960416","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","24","64","UB40-T024","UB40-T024","UB40-T024.stl","A flat asymmetric plate about 193.8 by 160 units in plan and about 10 units thick, with a 193.8-unit long span and a 160-unit short span. The outline includes a slanted long-side region, a forked end on one short side, five circular mounting holes, and two long parallel slots cut through one arm.","53","297","data/reference_models/stl/UB40-T024.stl"
"UB40-I025","data/reference_models/stl/UB40-T025.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.1374193712874641","0.33132776229981853","True","2.0","1.0","0.17596420355741763","0.010426309298723374","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","25","65","UB40-T025","UB40-T025","UB40-T025.stl","A rounded rectangular hollow box about 230 units long, 130 units wide, and 45 units thick, with a 230-unit long side and a 130-unit short side in plan. The outer edges are smoothly rounded, the interior is recessed and empty, one large 230-by-130 face is open, and the opposite large face remains closed.","53","304","data/reference_models/stl/UB40-T025.stl"
"UB40-I026","data/reference_models/stl/UB40-T026.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","26","66","UB40-T026","UB40-T026","UB40-T026.stl","A fastener-like part about 12.95 units high with a broad circular head around 10.5 units across and a short cylindrical shank beneath it. The top of the head contains a recessed polygonal socket.","33","195","data/reference_models/stl/UB40-T026.stl"
"UB40-I027","data/reference_models/stl/UB40-T027.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","27","67","UB40-T027","UB40-T027","UB40-T027.stl","A helical compression spring with an outer diameter of about 8.63 units and a free length of about 8.70 units. It is formed from a round wire wound into multiple evenly spaced turns around an open central axis.","38","210","data/reference_models/stl/UB40-T027.stl"
"UB40-I028","data/reference_models/stl/UB40-T028.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.0850755562201252","0.356289188410228","False","3.0","0.0","0.560126506640252","0.007750008179234991","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","28","68","UB40-T028","UB40-T028","UB40-T028.stl","A hexagonal nut-like solid about 60 units across its outer corners, about 55.9 units across the flats, and about 30.6 units thick. A centered circular through-hole passes straight through the middle.","31","199","data/reference_models/stl/UB40-T028.stl"
"UB40-I029","data/reference_models/stl/UB40-T029.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.10935517868042707","0.32716227811422843","True","-14.0","1.0","0.4342964938241021","0.04447733864041775","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","29","69","UB40-T029","UB40-T029","UB40-T029.stl","A circular flange about 228.6 units in diameter and about 79.4 units high overall. Around the flange plate are eight evenly spaced bolt holes, and from the rear center projects a broad cylindrical hub.","34","201","data/reference_models/stl/UB40-T029.stl"
"UB40-I030","data/reference_models/stl/UB40-T030.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","0","0","","","","","","","","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","30","70","UB40-T030","UB40-T030","UB40-T030.stl","A bracket-like part about 110 by 85 by 55 units overall. The main plate region spans 110 units along its long side and 85 units along its short side, while 55 units is the depth. One side carries a large cylindrical boss with a central through-hole, and the adjacent plate area contains one smaller circular hole. At the opposite end, a deep rectangular side opening removes material and leaves separated upper and lower projections with an open gap between them.","80","463","data/reference_models/stl/UB40-T030.stl"
"UB40-I031","data/reference_models/stl/UB40-T031.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.20315401453705983","0.5418278728372442","True","-6.0","1.0","0.08897608915187226","0.10474976310653718","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","31","71","UB40-T031","UB40-T031","UB40-T031.stl","A long thin L-shaped bracket fitting inside an overall envelope of about 381 by 158.75 by 44.45 units. The broad panel has a 381-unit long side and a 158.75-unit short side, and along one long edge runs a narrow perpendicular flange formed by a continuous bend. That flange contains four circular through-holes arranged in a straight line, while the broad panel itself remains plain and unperforated.","66","400","data/reference_models/stl/UB40-T031.stl"
"UB40-I032","data/reference_models/stl/UB40-T032.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.047024042640067425","0.1782595932265009","True","2.0","1.0","0.23665459337743935","0.3072361831044289","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","32","72","UB40-T032","UB40-T032","UB40-T032.stl","A five-pointed star-shaped plate spanning about 138.6 by 123.8 units, with an overall height of about 32.0 units because of a short central cylindrical boss. The star body is thin and flat, while the circular boss rises from the middle of the top face.","44","252","data/reference_models/stl/UB40-T032.stl"
"UB40-I033","data/reference_models/stl/UB40-T033.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.01949949691534681","0.051310586481147634","True","6.0","1.0","0.194755202432611","0.10454379005637995","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","33","73","UB40-T033","UB40-T033","UB40-T033.stl","A shallow open tray-like structure with an overall footprint of about 420 by 260 units and a total height of about 325 units. The base therefore has a 420-unit long side and a 260-unit short side. It has a flat rectangular base plate and four slender corner posts, leaving the interior open between them.","54","304","data/reference_models/stl/UB40-T033.stl"
"UB40-I034","data/reference_models/stl/UB40-T034.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.03196413153693079","0.15016149878341314","True","2.0","0.0","0.4432799311558671","0.010627438846372683","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","34","74","UB40-T034","UB40-T034","UB40-T034.stl","A thin plate about 170 units long, 120 units wide, and 15 units thick, with a 170-unit long side and a 120-unit short side. Its outer profile is rounded-octagonal, and two circular through-holes are placed near the opposite rounded ends along the long axis.","44","257","data/reference_models/stl/UB40-T034.stl"
"UB40-I035","data/reference_models/stl/UB40-T035.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.0808783943133443","0.2649413508744139","True","2.0","1.0","0.22407540284542637","0.3900241545587132","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","35","75","UB40-T035","UB40-T035","UB40-T035.stl","A rotationally symmetric solid round part with an outer diameter of about 59.2 units and an axial length of about 27.9 units. It is formed by three overlapping coaxial circular discs or rims arranged at different axial positions around a shared central cylindrical core, giving the object a layered spool-like profile without spokes or side holes.","56","347","data/reference_models/stl/UB40-T035.stl"
"UB40-I036","data/reference_models/stl/UB40-T036.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.28949664321334945","0.6276077388536503","True","0.0","1.0","0.42008444415869484","0.015603221700077552","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","36","76","UB40-T036","UB40-T036","UB40-T036.stl","A torus-like ring with an outer diameter of about 49.05 units and a rounded tube diameter of about 5.08 units. The shape is fully continuous and rotationally symmetric, with no breaks or flats.","33","193","data/reference_models/stl/UB40-T036.stl"
"UB40-I037","data/reference_models/stl/UB40-T037.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.1909026358759387","0.7063610953588019","True","2.0","0.0","0.3152317560056912","0.08179063579144347","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","37","77","UB40-T037","UB40-T037","UB40-T037.stl","A bent angle bracket about 70 units long, 35 units high, and 20 units deep. The 70-unit measure is the long direction of the horizontal flange, the 35-unit measure is the upright height, and the 20-unit measure is the depth. The horizontal flange contains three large circular holes in a row, while the vertical flange contains two smaller mounting holes.","60","355","data/reference_models/stl/UB40-T037.stl"
"UB40-I038","data/reference_models/stl/UB40-T038.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.046396805511699266","0.2528674377233802","True","2.0","1.0","0.6431307981760817","0.030830133281087302","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","38","78","UB40-T038","UB40-T038","UB40-T038.stl","A tall upright block about 101.6 units high with a base envelope of roughly 50.8 by 50.8 units. The top edge slopes from one side to the other, and one side contains a deep rectangular recess.","36","192","data/reference_models/stl/UB40-T038.stl"
"UB40-I039","data/reference_models/stl/UB40-T039.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.03619960011937929","0.1281063699804762","True","2.0","0.0","0.6239988911044436","0.07260664247579907","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","39","79","UB40-T039","UB40-T039","UB40-T039.stl","A clevis-like block about 127 units long and about 50.8 by 50.8 units in the other two directions. The 127-unit dimension is the long axis, while the cross-section is square so there is no long-versus-short distinction across the 50.8-by-50.8 section. One end forms a rounded lug with a circular through-hole, and a top slot near that end creates two parallel arms.","61","365","data/reference_models/stl/UB40-T039.stl"
"UB40-I040","data/reference_models/stl/UB40-T040.stl","generated_outputs_not_included_in_release/open_loop/one-shot/deepseek_per_sample.csv","1","1","0.13762281683875052","0.3967632009343515","True","0.0","1.0","0.4953769135452007","0.0781716000001364","deepseek","Open-loop Workflow","Retained40 open-loop prompt set aligned to retained reference models","One-shot","one_shot","intermediate","intermediate","40","80","UB40-T040","UB40-T040","UB40-T040.stl","A rigid bracket-like part about 79.9 units long, 50 units high, and 40 units deep. The 79.9-unit span is the long direction, the 50-unit measure is the vertical height, and the 40-unit measure is the depth. It has a rounded end with one circular hole, a straighter opposite end, and a triangular support rib under the upper arm.","58","328","data/reference_models/stl/UB40-T040.stl"
